filename,module_name,module_params,execution_time
0.parquet,llama_index_chunk,"{'chunk_method': 'Sentence', 'chunk_size': 512, 'chunk_overlap': 128}",0.0008129457499356878
1.parquet,llama_index_chunk,"{'chunk_method': 'Token', 'chunk_size': 512, 'chunk_overlap': 128}",0.002031412700678678
