filename,module_name,module_params,execution_time,retrieval_f1,retrieval_recall,retrieval_precision,retrieval_ndcg,is_best
0.parquet,VectorDB,"{'top_k': 3, 'vectordb': 'nomic_embed'}",0.011357899904251099,0.727,0.85,0.67,0.6999936085661028,False
1.parquet,VectorDB,"{'top_k': 3, 'vectordb': 'mxbai_embed'}",0.019894219636917114,0.8190000000000001,0.905,0.7766666666666666,0.7972907394860809,True
2.parquet,BM25,{'top_k': 3},0.01645790457725525,0.8030000000000002,0.895,0.7616666666666666,0.7874513104842823,False
