filename,module_name,module_params,execution_time,average_prompt_token,is_best
0.parquet,Fstring,{'prompt': 'Answer to given questions with the following passage: {retrieved_contents} \n\n Question: {query} \n\n Answer:'},1.9594430923461915e-05,6673.995,True
